City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
463,Hofn,IS,64.2539,-15.2082,25.75,64,2,17.92,clear sky
464,Lincoln,US,40.8,-96.667,-6.0,72,100,26.46,overcast clouds
465,Naryan-Mar,RU,67.6713,53.087,-9.0,99,46,5.61,scattered clouds
466,Pangody,RU,65.85,74.4859,-11.18,91,9,11.01,clear sky
467,Camacupa,AO,-12.0167,17.4833,62.65,93,100,1.88,light rain
468,Berdigestyakh,RU,62.0989,126.6992,-26.14,99,84,1.95,broken clouds
469,Timra,SE,62.487,17.3257,10.08,92,0,1.14,clear sky
470,Oussouye,SN,12.485,-16.5469,87.15,24,82,4.99,broken clouds
471,San Francisco,US,37.7749,-122.4194,53.67,78,75,11.01,broken clouds
472,Arman,RU,59.7,150.1667,2.53,75,5,11.68,clear sky
473,Ust-Karsk,RU,52.7011,118.8077,-27.72,100,12,1.41,few clouds
474,Wanning,CN,18.8003,110.3967,61.57,73,93,6.06,overcast clouds
475,Aksha,RU,50.2814,113.2867,-13.25,97,15,1.92,few clouds
476,Inhambane,MZ,-23.865,35.3833,73.56,74,10,12.46,clear sky
477,Matamoros,MX,25.5333,-103.25,66.31,30,0,0.0,clear sky
478,Ballina,AU,-28.8667,153.5667,65.01,93,69,7.38,broken clouds
479,Meulaboh,ID,4.1363,96.1285,77.97,82,90,3.11,overcast clouds
480,Isangel,VU,-19.55,169.2667,79.3,81,57,10.27,broken clouds
481,Sechura,PE,-5.5569,-80.8222,81.91,57,38,14.07,scattered clouds
482,Port Keats,AU,-14.25,129.55,76.86,95,100,19.35,heavy intensity rain
483,Varnavino,RU,57.4035,45.0916,33.15,97,100,10.22,overcast clouds
484,Piacabucu,BR,-10.4056,-36.4344,84.29,66,32,18.01,scattered clouds
485,Notse,TG,6.95,1.1667,87.22,27,90,1.68,overcast clouds
486,Borujerd,IR,33.8973,48.7516,40.57,81,97,0.6,overcast clouds
487,Kirakira,SB,-10.4544,161.9205,80.65,83,100,7.16,overcast clouds
488,Deputatskiy,RU,69.3,139.9,-15.45,100,63,0.83,broken clouds
489,Diamantina,BR,-18.2494,-43.6003,70.74,73,100,2.04,overcast clouds
490,Jacareacanga,BR,-6.2222,-57.7528,77.79,81,100,0.6,overcast clouds
491,Riyadh,SA,24.6877,46.7219,66.34,23,98,10.16,overcast clouds
492,Bara,NG,10.3744,10.7288,70.66,26,9,8.08,clear sky
493,Anjar,IN,23.1333,70.0167,64.98,22,0,8.28,clear sky
494,Orgita,EE,58.9218,24.45,37.58,99,100,8.52,overcast clouds
495,Hegang,CN,47.4,130.3667,7.14,82,100,13.91,overcast clouds
496,Beloha,MG,-25.1667,45.05,68.92,79,65,13.02,light rain
497,Damaturu,NG,11.747,11.9608,68.49,27,18,8.63,few clouds
498,Elko,US,41.0002,-115.5012,36.05,64,100,3.22,overcast clouds
499,Danjiangkou,CN,32.5428,111.5086,36.93,36,43,1.72,scattered clouds
500,Kalamare,BW,-22.9337,26.5703,70.36,47,0,12.73,clear sky
501,Oriximina,BR,-1.7656,-55.8661,82.67,75,100,2.71,overcast clouds
502,Cheyenne,US,41.14,-104.8203,-4.23,65,0,25.99,clear sky
503,Ciudad Bolivar,VE,8.1222,-63.5497,85.28,49,89,10.4,overcast clouds
504,Nizwa,OM,22.9333,57.5333,67.6,44,70,1.97,broken clouds
505,Sandwick,GB,60.0,-1.25,37.22,70,20,16.11,few clouds
506,Guerrero Negro,MX,27.9769,-114.0611,67.06,31,0,1.79,clear sky
507,Miraflores,MX,19.2167,-98.8083,70.97,37,1,2.75,clear sky
508,Nishihara,JP,26.1842,127.7558,56.48,58,75,28.77,broken clouds
509,Severo-Yeniseyskiy,RU,60.3725,93.0408,-9.58,92,97,10.4,overcast clouds
510,Pemberton,CA,50.3164,-122.8027,2.97,75,99,2.3,overcast clouds
511,Laguna,US,38.421,-121.4238,46.38,89,100,4.61,mist
512,Panalingaan,PH,8.7842,117.4231,78.24,84,100,14.97,overcast clouds
513,Savannah Bight,HN,16.45,-85.85,79.38,74,5,12.03,clear sky
514,Gura Foii,RO,44.75,25.2833,33.96,63,100,4.34,overcast clouds
515,Jatai,BR,-17.8814,-51.7144,87.22,33,12,9.33,few clouds
516,Dillon,US,34.4166,-79.3712,52.14,92,100,12.06,overcast clouds
517,San Carlos De Bariloche,AR,-41.1456,-71.3082,59.25,44,40,25.32,light rain
518,Tessalit,ML,20.1986,1.0114,69.24,23,88,6.78,overcast clouds
519,Mpika,ZM,-11.8343,31.4529,61.05,97,93,3.15,overcast clouds
520,Rogers,US,36.3668,-95.5836,4.71,83,100,16.11,snow
521,Nagua,DO,19.3832,-69.8474,86.31,78,20,11.5,few clouds
522,Jiangkou,CN,25.4872,119.1986,51.22,61,2,7.56,clear sky
523,Kloulklubed,PW,7.0419,134.2556,82.76,74,62,4.45,broken clouds
524,Port Hedland,AU,-20.3167,118.5667,75.25,83,2,9.22,clear sky
525,Mandalgovi,MN,45.7625,106.2708,10.44,80,31,3.49,scattered clouds
526,Port Blair,IN,11.6667,92.75,80.64,78,20,2.3,mist
527,Rawlins,US,41.7911,-107.2387,-13.65,63,0,9.22,clear sky
528,Nguruka,TZ,-5.1092,31.0419,66.69,91,100,0.47,light rain
529,Fortuna,US,40.5982,-124.1573,54.93,95,40,5.75,scattered clouds
530,Airai,TL,-8.9266,125.4092,59.86,90,99,2.55,overcast clouds
531,Amurzet,RU,47.6967,131.0981,7.12,87,100,15.14,overcast clouds
532,Iquitos,PE,-3.7481,-73.2472,82.44,83,75,2.3,light rain
533,Saint-Pierre,RE,-21.3393,55.4781,78.48,65,0,2.3,clear sky
534,Zhongshan,CN,21.3226,110.5829,59.2,48,9,9.48,clear sky
535,Sovetskiy,RU,61.3614,63.5842,14.07,94,100,12.62,light snow
536,Alyangula,AU,-13.8483,136.4192,81.21,82,100,14.12,overcast clouds
537,Port-Cartier,CA,50.0334,-66.8654,21.74,73,5,6.98,clear sky
538,Tamboril,DO,19.4854,-70.611,84.97,58,20,12.66,few clouds
539,Cristobal Obregon,MX,16.35,-93.5333,82.06,47,31,2.21,scattered clouds
540,Najran,SA,17.4924,44.1277,64.33,32,0,3.36,clear sky
541,Hokitika,NZ,-42.7167,170.9667,57.51,81,88,3.36,overcast clouds
542,Nucsoara,RO,45.3333,24.7833,36.43,68,99,3.51,overcast clouds
543,Swan River,CA,52.1058,-101.2676,-2.61,86,100,13.18,overcast clouds
544,Tezu,IN,27.9167,96.1667,62.71,52,96,3.06,overcast clouds
545,Kyrylivka,UA,46.3759,35.3675,43.0,84,100,7.81,overcast clouds
546,Sur,OM,22.5667,59.5289,71.71,46,45,2.06,scattered clouds
547,Oros,BR,-6.2444,-38.9136,91.83,35,98,5.73,overcast clouds
548,Awbari,LY,26.5921,12.7805,56.35,44,0,6.29,clear sky
549,Marienburg,PL,54.0359,19.0266,41.9,98,100,8.63,light rain
550,San Rafael,AR,-34.6177,-68.3301,91.99,25,20,19.57,few clouds
551,Dalmatovo,RU,56.26,62.9362,10.9,81,100,17.05,overcast clouds
552,Mana,GF,5.6592,-53.7767,81.39,67,61,11.61,broken clouds
553,Qasigiannguit,GL,68.8193,-51.1922,7.05,73,5,4.45,clear sky
554,Yar-Sale,RU,66.8333,70.8333,-11.29,92,7,10.11,clear sky
555,Nirmal,IN,19.1,78.35,67.89,47,6,1.32,clear sky
556,Virginia Beach,US,36.8529,-75.978,58.01,93,100,11.5,moderate rain
557,Bloomfield,US,40.8068,-74.1854,44.65,88,100,13.8,moderate rain
558,Kyra,RU,49.5776,111.9753,-9.9,93,27,2.98,scattered clouds
559,Mackenzie,CA,55.2999,-123.1698,-22.49,97,87,0.29,overcast clouds
560,Millinocket,US,45.6573,-68.7098,27.41,86,0,4.61,clear sky
561,Tomatlan,MX,19.9333,-105.25,88.95,30,15,4.41,few clouds
562,Antofagasta,CL,-23.65,-70.4,70.88,65,5,13.56,clear sky
563,Ghatsila,IN,22.6,86.4833,62.56,29,47,2.8,scattered clouds
564,Plattsburgh,US,44.6995,-73.4529,39.15,78,0,11.5,clear sky
565,Hamilton,US,39.1834,-84.5333,44.24,94,100,6.91,mist
566,Ponta Delgada,PT,37.7333,-25.6667,64.51,88,40,18.41,scattered clouds
567,Ancud,CL,-41.8697,-73.8203,58.87,54,48,12.33,scattered clouds
568,Buala,SB,-8.145,159.5921,79.45,84,95,6.53,light rain
569,Dongsheng,CN,39.8161,109.9776,16.14,68,32,4.45,scattered clouds
570,Prainha,BR,-1.8,-53.48,82.8,72,93,2.8,moderate rain
571,Sept-Iles,CA,50.2001,-66.3821,22.05,74,8,5.01,clear sky
572,Lavrentiya,RU,65.5833,-171.0,13.46,81,1,15.05,clear sky
573,Novyye Burasy,RU,52.1324,46.0714,30.58,87,100,9.6,overcast clouds
574,Sistranda,NO,63.7256,8.834,30.16,46,61,7.11,broken clouds
575,Manggar,ID,-2.8833,108.2667,80.47,80,100,14.16,overcast clouds
576,Zhangjiakou,CN,40.81,114.8794,6.24,54,1,6.69,clear sky
577,Biak,ID,-0.9131,122.8766,76.82,79,67,1.99,broken clouds
578,Selikhino,RU,50.3672,137.4996,-0.29,97,95,9.57,overcast clouds
579,Dvinskoy,RU,62.1535,45.1175,33.21,97,100,9.73,light snow
580,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,78,100,20.29,overcast clouds
581,Vostok,RU,46.4856,135.8833,16.52,63,100,14.03,overcast clouds
582,Nacala,MZ,-14.5428,40.6728,75.63,92,95,5.44,overcast clouds
583,Santo Domingo,DO,18.5001,-69.9886,85.64,78,75,11.5,broken clouds
584,Charyshskoye,RU,51.3978,83.5598,-4.34,94,92,4.7,overcast clouds
585,Necochea,AR,-38.5473,-58.7368,89.83,31,80,12.06,broken clouds
586,Toktogul,KG,41.8708,72.9402,24.42,90,100,1.01,overcast clouds
587,Gunnedah,AU,-30.9833,150.25,65.73,87,100,1.39,light rain
588,Dongying,CN,37.4564,118.4856,18.99,35,0,8.43,clear sky
589,Shaoyang,CN,27.2315,111.4525,46.06,33,98,2.93,overcast clouds
590,Khasan,RU,42.4308,130.6434,7.74,83,100,37.36,overcast clouds
591,Skjervoy,NO,70.0311,20.9714,19.4,65,98,8.9,overcast clouds
592,Eureka,US,40.8021,-124.1637,55.2,98,100,4.5,overcast clouds
593,Truth Or Consequences,US,33.1284,-107.2528,57.43,22,0,11.5,clear sky
594,Puerto Escondido,MX,15.85,-97.0667,83.23,61,20,5.75,few clouds
595,Mokrous,RU,51.2333,47.5167,30.06,83,99,14.25,overcast clouds
596,Tautira,PF,-17.7333,-149.15,79.68,81,85,17.36,light rain
597,Galveston,US,29.3669,-94.9669,66.02,83,75,5.75,broken clouds
598,Marevo,RU,57.3146,32.0804,34.29,99,100,6.91,overcast clouds
599,Grasse,FR,43.6667,6.9167,49.73,92,0,3.44,clear sky
600,Weiser,US,44.251,-116.9693,17.8,75,98,2.73,overcast clouds
601,Saint-Georges,GD,12.0564,-61.7485,83.88,70,20,23.02,few clouds
602,Kalmunai,LK,7.4167,81.8167,74.32,92,99,9.4,overcast clouds
603,Rychnov Nad Kneznou,CZ,50.1628,16.2749,45.25,94,98,7.49,overcast clouds
604,Totness,SR,5.8833,-56.3167,81.32,68,92,11.9,overcast clouds
605,Namatanai,PG,-3.6667,152.4333,78.53,83,73,4.38,light rain
606,Honiara,SB,-9.4333,159.95,78.13,87,97,5.1,overcast clouds
607,Kaiyuan,CN,23.6977,103.3037,47.43,94,16,3.96,few clouds
608,Arivonimamo,MG,-19.0167,47.1833,62.65,86,100,5.53,overcast clouds
609,Polunochnoye,RU,60.8697,60.4153,12.94,90,100,6.98,overcast clouds
610,Marshall,US,34.3834,-86.3333,49.08,84,99,1.99,overcast clouds
611,Ugoofaaru,MV,5.6667,73.0,80.73,75,99,2.91,overcast clouds
612,Dolzhanskaya,RU,46.6311,37.8039,41.43,85,90,8.88,overcast clouds
613,Tancanhuitz,MX,21.6,-98.9667,76.19,54,20,4.29,few clouds
614,Shevchenko,UA,48.5,35.0,38.28,69,100,8.48,overcast clouds
615,Colesberg,ZA,-30.72,25.0972,82.11,21,17,8.01,few clouds
616,Shirokiy,RU,49.758,129.523,3.52,87,100,13.11,overcast clouds
617,Kushima,JP,31.4583,131.2333,40.17,83,68,14.81,broken clouds
618,Constantine,DZ,36.365,6.6147,49.41,81,20,6.91,few clouds
619,Hami,CN,42.8,93.45,21.87,43,51,1.99,broken clouds
620,Dutse,NG,11.7594,9.3392,66.54,25,6,7.56,clear sky
621,Richards Bay,ZA,-28.783,32.0377,69.71,69,0,12.71,clear sky
622,Saint-Ambroise,CA,48.5501,-71.3324,11.57,68,88,3.29,overcast clouds
623,Toora-Khem,RU,52.4675,96.11,6.58,94,100,2.59,overcast clouds
624,Payo,ID,-3.7508,103.6372,73.62,97,100,2.04,moderate rain
625,Capaci,IT,38.1711,13.2393,59.25,81,0,4.61,clear sky
626,Mildura,AU,-34.2,142.15,58.06,83,100,10.8,overcast clouds
627,Constitucion,CL,-35.3333,-72.4167,67.82,74,17,11.81,few clouds
628,Acolla,PE,-11.7319,-75.5463,60.37,51,89,7.7,overcast clouds
629,Dhidhdhoo,MV,6.8833,73.1,81.12,75,87,6.4,overcast clouds
630,Rahatgarh,IN,23.7833,78.3667,64.62,51,0,7.2,clear sky
631,Havoysund,NO,70.9963,24.6622,25.03,91,100,8.93,light snow
632,Valparaiso,CL,-33.0393,-71.6273,82.63,41,0,17.27,clear sky
633,Garowe,SO,8.4054,48.4845,74.41,68,27,18.54,scattered clouds
634,Honningsvag,NO,70.9821,25.9704,24.55,86,100,6.91,snow
635,Southampton,GB,50.904,-1.4043,52.07,94,75,5.75,broken clouds
636,Tawau,MY,4.2498,117.8871,77.56,87,46,4.65,scattered clouds
637,Truro,GB,50.2653,-5.0544,51.08,100,75,14.97,drizzle
638,Daloa,CI,6.8774,-6.4502,82.26,26,19,4.12,few clouds
639,Omboue,GA,-1.5746,9.2618,78.64,81,73,7.27,broken clouds
640,Yevsino,RU,54.4172,83.3222,6.73,92,100,10.8,overcast clouds
641,Beruwala,LK,6.4788,79.9828,75.47,88,100,10.42,overcast clouds
642,Imeni Poliny Osipenko,RU,52.4201,136.4853,3.24,96,76,10.33,broken clouds
643,Lundazi,ZM,-12.2929,33.1782,63.93,96,100,5.64,light rain
644,Montepuez,MZ,-13.1256,38.9997,69.82,92,100,3.76,moderate rain
645,Ekhabi,RU,53.5102,142.9671,28.36,92,100,17.02,overcast clouds
646,San Patricio,US,28.017,-97.5169,64.26,65,31,7.05,scattered clouds
647,Borger,NL,52.9233,6.7931,45.79,92,85,7.2,light rain
648,Mazatan,MX,14.8667,-92.45,83.16,59,26,4.12,scattered clouds
649,Raufoss,NO,60.7264,10.6172,12.83,95,97,3.89,overcast clouds
650,Kholm,RU,59.2667,32.85,33.49,95,100,9.13,overcast clouds
651,Xichang,CN,27.8964,102.2634,45.97,94,95,0.69,overcast clouds
652,Susner,IN,23.95,76.0833,66.13,48,0,2.17,clear sky
653,Grand Gaube,MU,-20.0064,57.6608,76.37,68,100,9.35,overcast clouds
654,Killybegs,IE,54.6333,-8.45,38.91,87,100,7.45,overcast clouds
655,Arlit,NE,18.7369,7.3853,65.89,23,17,19.08,few clouds
656,Ta Khmau,KH,11.4833,104.95,77.05,78,20,2.3,few clouds
657,Thaba-Tseka,LS,-29.522,28.6084,59.88,57,39,7.54,scattered clouds
658,Harnai,PK,30.1005,67.9374,50.65,28,0,2.82,clear sky
659,Daru,PG,-9.0763,143.2092,79.92,87,100,5.01,overcast clouds
660,Mareeba,AU,-17.0,145.4333,72.32,89,99,2.8,overcast clouds
661,Jibuti,DJ,11.5,42.5,71.26,72,65,17.29,broken clouds
662,Kutum,SD,14.2,24.6667,68.58,29,77,11.07,broken clouds
663,Plast,RU,54.3691,60.8136,14.59,85,99,17.65,overcast clouds
664,Uravakonda,IN,14.95,77.2667,69.71,70,6,8.28,clear sky
665,Bajil,YE,15.0584,43.2851,78.89,63,5,6.6,clear sky
666,Datong,CN,40.0936,113.2914,12.76,46,3,1.48,clear sky
667,Maku,IR,39.2911,44.4521,33.51,82,60,0.13,broken clouds
668,Launceston,AU,-41.45,147.1667,53.15,91,40,0.0,scattered clouds
669,Porto Novo,BJ,6.4965,2.6036,80.42,72,77,6.96,broken clouds
670,Rusape,ZW,-18.5278,32.1284,59.18,92,100,7.85,overcast clouds
671,Karratha,AU,-20.7377,116.8463,77.38,68,1,10.07,light rain
672,Matagami,CA,49.7502,-77.6328,13.51,90,100,8.63,overcast clouds
673,Grand-Bourg,GP,15.8835,-61.3148,84.15,74,21,18.88,few clouds
674,Cabedelo,BR,-6.9811,-34.8339,84.87,65,99,12.1,overcast clouds
675,Esperance,AU,-33.8667,121.9,58.3,81,24,9.19,few clouds
676,Moron,AR,-34.6534,-58.6198,90.0,50,13,9.8,few clouds
677,Ambulu,ID,-8.345,113.6058,77.61,87,100,6.91,light rain
678,Idar,DE,49.7167,7.3,49.68,89,99,3.0,light rain
679,Axim,GH,4.8699,-2.2405,80.53,75,69,7.4,broken clouds
680,Benguela,AO,-12.5763,13.4055,75.24,73,79,6.58,broken clouds
681,Kobayashi,JP,31.9833,130.9833,33.78,97,96,7.05,snow
682,Bilecik,TR,40.0,30.1667,34.48,69,0,7.65,clear sky
683,Oranjemund,NA,-28.55,16.4333,66.45,88,11,10.02,few clouds
684,Galesburg,US,40.9478,-90.3712,3.7,86,100,16.11,light snow
685,Tiznit,MA,29.5833,-9.5,64.65,40,1,4.38,clear sky
686,Linfen,CN,36.0889,111.5189,31.26,34,8,0.25,clear sky
687,Kenora,CA,49.8167,-94.4337,-8.23,76,100,8.99,light snow
688,Kalnciems,LV,56.8011,23.6097,35.02,98,100,8.55,overcast clouds
689,Terrace,CA,54.5163,-128.6035,9.16,66,100,4.36,overcast clouds
690,Altay,CN,47.8667,88.1167,13.06,93,100,1.79,overcast clouds
691,Lesnoye,RU,58.2841,35.5158,33.51,93,100,8.28,overcast clouds
692,Palmas,BR,-10.2128,-48.3603,78.67,89,75,6.91,broken clouds
693,Mazagao,BR,-0.115,-51.2894,80.65,71,69,5.01,broken clouds
694,Sumbe,AO,-11.2061,13.8437,76.41,75,42,8.12,scattered clouds
695,Tadine,NC,-21.55,167.8833,78.44,82,15,8.81,few clouds
